"","co2","temperature","humidity","door","motion","fp2","occupancy","weekday","hour"
"706",625,25.54,51.06,1310478,1316931,"detection","non_detection","Thursday",11
"707",595,25.54,51.06,1369882,1376300,"detection","non_detection","Thursday",11
"708",595,25.54,51.06,1429843,1436303,"detection","detection","Thursday",11
"709",595,25.54,51.06,46886,48484,"detection","detection","Thursday",11
"710",595,25.54,51.06,106924,108501,"detection","detection","Thursday",11
"711",595,25.54,51.06,166890,168469,"detection","detection","Thursday",11
"712",589,25.39,51.06,226892,228477,"detection","detection","Thursday",11
"713",589,25.39,51.06,286874,1379,"detection","non_detection","Thursday",11
"714",589,25.39,51.06,50022,61378,"non_detection","non_detection","Thursday",11
"715",589,25.39,51.06,109547,121396,"non_detection","non_detection","Thursday",11
"716",589,25.39,51.06,169549,181392,"non_detection","non_detection","Thursday",11
"717",598,25.39,51.06,229499,241375,"non_detection","non_detection","Thursday",11
"718",598,25.39,51.06,289581,301393,"non_detection","non_detection","Thursday",11
"719",598,25.39,51.06,349642,361499,"non_detection","non_detection","Thursday",11
"720",598,25.39,51.06,409587,421435,"non_detection","non_detection","Thursday",11
"721",598,25.39,51.06,469532,481380,"non_detection","non_detection","Thursday",12
"722",583,25.39,51.06,530924,541372,"non_detection","non_detection","Thursday",12
"723",583,25.39,51.06,589557,601401,"non_detection","non_detection","Thursday",12
"724",583,25.39,51.06,649526,661377,"non_detection","non_detection","Thursday",12
"725",583,25.39,51.06,709743,721380,"non_detection","non_detection","Thursday",12
"726",583,25.39,51.06,770018,781368,"non_detection","non_detection","Thursday",12
"727",559,25.39,51.06,829555,841395,"non_detection","non_detection","Thursday",12
"728",559,25.39,51.06,889514,901364,"non_detection","non_detection","Thursday",12
"729",559,25.39,51.06,949533,961377,"non_detection","non_detection","Thursday",12
"730",559,25.39,51.06,1009518,1021371,"non_detection","non_detection","Thursday",12
"731",559,25.39,51.06,1069546,1081400,"non_detection","non_detection","Thursday",12
"732",542,25.39,51.06,1130247,1141487,"non_detection","non_detection","Thursday",12
"733",542,25.39,51.06,1189532,1201384,"non_detection","non_detection","Thursday",12
"734",542,25.39,51.06,1250010,1261865,"non_detection","non_detection","Thursday",12
"735",542,25.39,51.06,1309524,1321380,"non_detection","non_detection","Thursday",12
"736",542,25.39,51.06,1369547,1381393,"non_detection","non_detection","Thursday",12
"737",525,25.39,51.06,1429542,1441385,"non_detection","non_detection","Thursday",12
"738",525,25.39,51.06,1489543,1501379,"non_detection","non_detection","Thursday",12
"739",525,25.39,51.06,1549526,1561367,"non_detection","non_detection","Thursday",12
"740",525,25.39,51.06,1609520,1621366,"non_detection","non_detection","Thursday",12
"741",525,25.39,51.06,1669527,1681374,"non_detection","non_detection","Thursday",12
"742",516,25.39,51.06,1729535,1741381,"non_detection","non_detection","Thursday",12
"743",516,25.39,51.06,1789564,1801376,"non_detection","non_detection","Thursday",12
"744",516,25.39,51.06,1849553,1861390,"non_detection","non_detection","Thursday",12
"745",516,25.39,51.06,1909517,1921371,"non_detection","non_detection","Thursday",12
"746",516,25.39,51.06,1970209,1981482,"non_detection","non_detection","Thursday",12
"747",507,25.39,51.06,2029596,2041448,"non_detection","non_detection","Thursday",12
"748",507,25.39,51.06,2089530,2101375,"non_detection","non_detection","Thursday",12
"749",507,25.39,51.06,2149535,2161368,"non_detection","non_detection","Thursday",12
"750",507,25.39,51.06,2209530,2221375,"non_detection","non_detection","Thursday",12
"751",507,25.39,51.06,2269546,2281397,"non_detection","non_detection","Thursday",12
"752",504,25.39,51.06,2329569,2341378,"non_detection","non_detection","Thursday",12
"753",504,25.39,51.06,2389571,2401420,"non_detection","non_detection","Thursday",12
"754",504,25.39,51.06,2449739,2461573,"non_detection","non_detection","Thursday",12
"755",504,25.39,51.06,2509539,2521397,"non_detection","non_detection","Thursday",12
"756",504,25.39,51.06,2569525,2581372,"non_detection","non_detection","Thursday",12
"757",493,25.39,51.06,2629533,2641373,"non_detection","non_detection","Thursday",12
"758",493,25.39,51.06,2690006,2701877,"non_detection","non_detection","Thursday",12
"759",493,25.06,50.94,2749545,2761398,"non_detection","non_detection","Thursday",12
"760",493,25.06,50.94,2810565,2822421,"non_detection","non_detection","Thursday",12
"761",493,25.06,50.94,2870021,2881373,"non_detection","non_detection","Thursday",12
"762",487,25.06,50.94,2929517,2941365,"non_detection","non_detection","Thursday",12
"763",487,25.06,50.94,2989528,3001368,"non_detection","non_detection","Thursday",12
"764",487,25.06,50.94,3049531,3061368,"non_detection","non_detection","Thursday",12
"765",487,25.06,50.94,3109524,3121373,"non_detection","non_detection","Thursday",12
"766",487,25.06,50.94,3169519,3181378,"non_detection","non_detection","Thursday",12
"767",490,25.06,50.94,3229573,3241399,"non_detection","non_detection","Thursday",12
"768",490,25.06,50.94,3289533,3301369,"non_detection","non_detection","Thursday",12
"769",490,25.06,50.94,3349544,3361370,"non_detection","non_detection","Thursday",12
"770",490,25.06,50.94,3409514,3421367,"detection","non_detection","Thursday",12
"771",490,25.06,50.94,3469545,3481373,"detection","non_detection","Thursday",12
"772",497,25.06,50.94,3529534,3541386,"detection","non_detection","Thursday",12
"773",497,24.88,50.94,1761,24077,"detection","non_detection","Thursday",12
"774",497,24.88,50.94,4364,8546,"detection","detection","Thursday",12
"775",497,24.88,50.94,24310,8395,"detection","non_detection","Thursday",12
"776",497,24.88,50.94,45405,68375,"detection","detection","Thursday",12
"777",540,24.88,50.94,16120,32365,"non_detection","non_detection","Thursday",12
"778",540,24.88,50.94,76315,92562,"non_detection","non_detection","Thursday",12
"779",540,24.88,50.94,11773,26034,"detection","non_detection","Thursday",12
"780",540,24.88,50.94,71588,86010,"detection","non_detection","Thursday",12
"781",540,24.88,50.94,132117,146502,"detection","non_detection","Thursday",13
"782",570,24.88,50.94,191603,206008,"detection","non_detection","Thursday",13
"783",570,24.88,50.94,251596,266020,"detection","non_detection","Thursday",13
"784",570,24.88,50.94,311704,326108,"detection","detection","Thursday",13
"785",570,24.88,50.94,29446,59250,"detection","detection","Thursday",13
"786",570,24.88,50.94,88918,118207,"detection","detection","Thursday",13
"787",643,24.88,50.94,148405,178211,"detection","detection","Thursday",13
"788",643,24.88,50.94,208472,238233,"detection","detection","Thursday",13
"789",643,24.88,50.94,268507,298276,"detection","detection","Thursday",13
"790",643,24.88,50.94,328671,1955,"detection","detection","Thursday",13
"791",643,24.88,50.94,388431,61726,"detection","detection","Thursday",13
"792",708,24.88,50.94,448423,121715,"detection","detection","Thursday",13
"793",708,24.88,50.94,508546,181772,"detection","detection","Thursday",13
"794",708,24.88,50.94,568921,242222,"detection","detection","Thursday",13
"795",708,24.88,50.94,628399,8635,"detection","detection","Thursday",13
"796",708,24.88,50.94,688450,9961,"detection","detection","Thursday",13
"797",804,24.88,50.94,748434,69958,"detection","detection","Thursday",13
"798",804,24.88,50.94,809462,53454,"detection","detection","Thursday",13
"799",804,24.88,50.94,868468,112400,"detection","detection","Thursday",13
"800",804,24.88,50.94,928902,15997,"detection","detection","Thursday",13
"801",804,24.88,50.94,988454,10317,"detection","detection","Thursday",13
"802",858,24.88,50.94,1048490,70385,"detection","detection","Thursday",13
"803",858,24.88,50.94,1108443,23885,"detection","detection","Thursday",13
"804",858,24.88,50.94,1169088,83851,"detection","detection","Thursday",13
"805",858,24.88,50.94,1229360,33766,"detection","detection","Thursday",13
"806",858,24.88,50.94,1288939,28893,"detection","detection","Thursday",13
"807",907,24.88,50.94,1349490,16745,"detection","detection","Thursday",13
"808",907,24.88,50.94,1408454,76729,"detection","detection","Thursday",13
"809",907,24.88,50.94,1468509,13750,"detection","detection","Thursday",13
"810",907,24.88,50.94,1528452,73720,"detection","detection","Thursday",13
"811",907,24.88,50.94,1588451,133725,"detection","detection","Thursday",13
"812",942,24.88,50.94,1648897,24790,"detection","detection","Thursday",13
"813",942,24.88,50.94,1708452,15405,"detection","detection","Thursday",13
"814",942,25.05,51.26,1768502,8744,"detection","detection","Thursday",13
"815",942,25.05,51.26,1828968,68689,"detection","detection","Thursday",13
"816",942,25.05,51.26,1890189,129939,"detection","detection","Thursday",13
"817",962,25.05,51.26,1948456,18644,"detection","detection","Thursday",13
"818",962,25.05,51.26,2008452,78636,"detection","detection","Thursday",13
"819",962,25.05,51.26,2069128,24941,"detection","detection","Thursday",13
"820",962,25.05,51.26,2129011,8075,"detection","detection","Thursday",13
"821",962,25.05,51.26,2189563,68513,"detection","detection","Thursday",13
"822",969,25.05,51.26,2248480,46565,"detection","detection","Thursday",13
"823",969,25.05,51.26,2308476,6954,"detection","detection","Thursday",13
"824",969,25.05,51.26,2368510,67010,"detection","detection","Thursday",13
"825",969,25.05,51.26,2429665,11328,"detection","detection","Thursday",13
"826",969,25.05,51.26,2488462,71107,"detection","detection","Thursday",13
"827",976,25.05,51.26,2549098,36455,"detection","detection","Thursday",13
"828",976,25.05,51.26,2608445,12424,"detection","detection","Thursday",13
"829",976,25.05,51.26,2668515,72498,"detection","detection","Thursday",13
"830",976,25.05,51.26,2728499,43126,"detection","detection","Thursday",13
"831",976,25.05,51.26,2788979,103108,"detection","detection","Thursday",13
"832",1017,25.05,51.26,2848911,30744,"detection","detection","Thursday",13
"833",1017,25.05,51.26,2908477,3704,"detection","detection","Thursday",13
"834",1017,25.05,51.26,2970498,63741,"detection","detection","Thursday",13
"835",1017,25.05,51.26,3028474,38269,"detection","detection","Thursday",13
"836",1017,25.05,51.26,3089785,39872,"detection","detection","Thursday",13
"837",1069,25.05,51.26,3148441,39484,"detection","detection","Thursday",13
"838",1069,25.05,51.26,3208434,99483,"detection","detection","Thursday",13
"839",1069,25.05,51.26,3268945,34900,"detection","detection","Thursday",13
"840",1069,25.05,53.91,3328997,15586,"detection","detection","Thursday",13
"841",1069,25.05,53.91,3388520,75560,"detection","detection","Thursday",14
"842",1112,25.05,53.91,3449118,51767,"detection","detection","Thursday",14
"843",1112,25.05,53.91,3509577,48740,"detection","detection","Thursday",14
"844",1112,25.05,53.91,23419,46928,"detection","non_detection","Thursday",14
"845",1112,25.05,53.91,83874,107667,"detection","non_detection","Thursday",14
"846",1112,25.05,53.91,143765,167566,"detection","non_detection","Thursday",14
"847",1073,25.05,53.91,204111,227919,"detection","non_detection","Thursday",14
"848",1073,25.05,53.91,264148,286911,"detection","non_detection","Thursday",14
"849",1073,25.05,53.91,323174,346899,"detection","non_detection","Thursday",14
"850",1073,25.05,53.91,19047,21675,"detection","detection","Thursday",14
"851",1073,25.05,53.91,79060,22745,"detection","detection","Thursday",14
"852",893,25.05,53.91,140096,25312,"detection","detection","Thursday",14
"853",893,25.05,53.91,199053,21280,"detection","detection","Thursday",14
"854",893,25.05,53.91,259302,17437,"detection","detection","Thursday",14
"855",893,25.05,53.91,319560,14599,"detection","detection","Thursday",14
"856",893,25.05,53.91,379646,15967,"detection","detection","Thursday",14
"857",930,25.05,53.91,439128,15591,"detection","detection","Thursday",14
"858",930,25.05,53.91,499027,9152,"detection","detection","Thursday",14
"859",930,25.05,53.91,560815,3587,"detection","detection","Thursday",14
"860",930,25.05,53.91,16055,5062,"detection","detection","Thursday",14
"861",930,25.05,53.91,75541,1760,"detection","non_detection","Thursday",14
"862",948,25.05,53.91,134999,3340,"detection","non_detection","Thursday",14
"863",948,25.05,53.91,194967,63281,"detection","non_detection","Thursday",14
"864",948,25.05,53.91,256655,123938,"detection","non_detection","Thursday",14
"865",948,25.05,53.91,316673,183309,"detection","non_detection","Thursday",14
"866",948,25.05,53.91,374931,243258,"detection","non_detection","Thursday",14
"867",862,25.05,53.91,435488,303313,"detection","non_detection","Thursday",14
"868",862,25.05,53.91,495222,363541,"detection","non_detection","Thursday",14
"869",862,25.19,51.32,554957,423284,"detection","non_detection","Thursday",14
"870",862,25.19,51.32,614922,483274,"detection","non_detection","Thursday",14
"871",862,25.19,51.32,676243,544555,"detection","non_detection","Thursday",14
"872",821,25.19,51.32,736536,603797,"detection","non_detection","Thursday",14
"873",821,25.19,51.32,794966,663277,"detection","non_detection","Thursday",14
"874",821,25.19,51.32,856530,724853,"detection","non_detection","Thursday",14
"875",821,25.19,51.32,915376,783256,"detection","non_detection","Thursday",14
"876",821,25.19,51.32,974921,843267,"detection","non_detection","Thursday",14
"877",807,25.19,51.32,1035980,903281,"detection","non_detection","Thursday",14
"878",807,25.19,51.32,1095938,964288,"detection","non_detection","Thursday",14
"879",807,25.19,51.32,1155527,1023282,"detection","non_detection","Thursday",14
"880",807,25.19,51.32,1215006,1083322,"detection","non_detection","Thursday",14
"881",807,25.19,51.32,1275751,1143865,"detection","non_detection","Thursday",14
"882",799,25.19,51.32,1335649,1203964,"detection","non_detection","Thursday",14
"883",799,25.19,51.32,1394932,1263270,"detection","non_detection","Thursday",14
"884",799,25.19,51.32,1455085,1323385,"detection","non_detection","Thursday",14
"885",799,25.19,51.32,1514965,1383274,"detection","non_detection","Thursday",14
"886",799,25.19,51.32,1575201,26780,"non_detection","non_detection","Thursday",14
"887",777,25.19,51.32,1635186,86983,"non_detection","non_detection","Thursday",14
"888",777,25.19,51.32,1694945,146785,"non_detection","non_detection","Thursday",14
"889",777,25.19,51.32,1755066,206764,"non_detection","non_detection","Thursday",14
"890",777,25.19,51.32,1817989,267772,"non_detection","non_detection","Thursday",14
"891",777,25.19,51.32,1875199,327029,"non_detection","non_detection","Thursday",14
"892",735,25.19,51.32,1934966,386799,"non_detection","non_detection","Thursday",14
"893",735,25.19,51.32,1995432,447258,"non_detection","non_detection","Thursday",14
"894",735,25.19,51.32,2055635,507257,"non_detection","non_detection","Thursday",14
"895",735,25.19,51.32,2114962,566792,"non_detection","non_detection","Thursday",14
"896",735,25.19,51.32,2175652,626808,"non_detection","non_detection","Thursday",14
"897",702,25.19,51.32,2235705,686962,"non_detection","non_detection","Thursday",14
"898",702,25.19,51.32,2295964,747786,"non_detection","non_detection","Thursday",14
"899",702,25.19,51.32,2355009,806753,"non_detection","non_detection","Thursday",14
"900",702,25.19,51.32,2415441,867267,"non_detection","non_detection","Thursday",14
"901",702,25.19,51.32,2475025,926813,"non_detection","non_detection","Thursday",15
"902",673,25.19,51.32,2534939,986768,"non_detection","non_detection","Thursday",15
"903",673,25.19,51.32,2594953,1046791,"detection","detection","Thursday",15
"904",673,25.19,51.32,54161,58462,"detection","detection","Thursday",15
"905",673,25.19,51.32,114704,118466,"detection","detection","Thursday",15
"906",673,25.19,51.32,175247,178981,"detection","detection","Thursday",15
"907",707,25.19,51.32,235347,239074,"detection","detection","Thursday",15
"908",707,25.19,51.32,294805,299163,"detection","detection","Thursday",15
"909",707,25.19,51.32,354090,358500,"detection","detection","Thursday",15
"910",707,25.19,51.32,414135,418455,"detection","detection","Thursday",15
"911",707,25.19,51.32,474041,478454,"detection","detection","Thursday",15
"912",776,25.19,51.32,535174,539547,"detection","detection","Thursday",15
"913",776,25.19,51.32,594658,599077,"detection","detection","Thursday",15
"914",776,25.19,51.32,655346,659732,"detection","detection","Thursday",15
"915",776,25.19,51.32,714090,718489,"detection","detection","Thursday",15
"916",776,25.19,51.32,774049,778458,"detection","detection","Thursday",15
"917",813,25.19,51.32,835127,838462,"detection","detection","Thursday",15
"918",813,25.19,51.32,894080,898494,"detection","detection","Thursday",15
"919",813,25.19,51.32,954045,958455,"detection","detection","Thursday",15
"920",813,25.19,51.32,1014074,1018497,"detection","detection","Thursday",15
"921",813,25.19,51.32,1075571,1079478,"detection","detection","Thursday",15
"922",818,25.19,51.32,1135277,4809,"detection","detection","Thursday",15
"923",818,25.19,51.32,1194078,63589,"detection","detection","Thursday",15
"924",818,25.11,53.48,1254157,123665,"detection","detection","Thursday",15
"925",818,25.11,53.48,1314706,183591,"detection","detection","Thursday",15
"926",818,25.11,53.48,1374046,243580,"detection","detection","Thursday",15
"927",845,25.11,53.48,1434060,303588,"detection","detection","Thursday",15
"928",845,25.11,53.48,1494550,363857,"detection","detection","Thursday",15
"929",845,25.11,53.48,1554083,423600,"detection","detection","Thursday",15
"930",845,25.11,53.48,1614058,483591,"detection","detection","Thursday",15
"931",845,25.11,53.48,1674620,544101,"detection","detection","Thursday",15
"932",861,25.11,53.48,1734087,603575,"detection","detection","Thursday",15
"933",861,25.11,53.48,1794143,663621,"detection","detection","Thursday",15
"934",861,25.11,53.48,1854042,723572,"detection","detection","Thursday",15
"935",861,25.11,53.48,1914100,783586,"detection","detection","Thursday",15
"936",861,25.11,53.48,1974086,843584,"detection","detection","Thursday",15
"937",869,25.11,53.48,2034612,903607,"detection","detection","Thursday",15
"938",869,25.11,53.48,511,3086,"detection","non_detection","Thursday",15
"939",869,25.11,53.48,60582,63138,"detection","non_detection","Thursday",15
"940",869,25.11,53.48,120668,123786,"detection","detection","Thursday",15
"941",869,25.11,53.48,35774,39343,"detection","detection","Thursday",15
"942",791,25.11,53.48,96388,99984,"detection","detection","Thursday",15
"943",791,25.11,53.48,157402,161004,"detection","detection","Thursday",15
"944",791,25.11,53.48,217480,219365,"detection","detection","Thursday",15
"945",791,25.11,53.48,275763,279370,"detection","detection","Thursday",15
"946",791,25.11,53.48,335923,339344,"detection","detection","Thursday",15
"947",804,25.11,53.48,396726,400366,"detection","detection","Thursday",15
"948",804,25.11,53.48,455957,459376,"detection","detection","Thursday",15
"949",804,25.11,53.48,516768,520360,"detection","detection","Thursday",15
"950",804,25.11,53.48,576332,579951,"detection","detection","Thursday",15
"951",804,25.11,53.48,635734,639353,"detection","detection","Thursday",15
"952",833,25.11,53.48,696752,700393,"detection","detection","Thursday",15
"953",833,25.11,53.48,755702,759342,"detection","detection","Thursday",15
"954",833,25.11,53.48,815705,819329,"detection","detection","Thursday",15
"955",833,25.11,53.48,878420,879865,"detection","detection","Thursday",15
"956",833,25.11,53.48,936335,939942,"detection","detection","Thursday",15
"957",828,25.11,53.48,998787,999338,"detection","detection","Thursday",15
"958",828,25.11,53.48,1055711,1059347,"detection","detection","Thursday",15
"959",828,25.11,53.48,1116106,1119477,"detection","detection","Thursday",15
"960",828,25.11,53.48,1177891,1181493,"detection","detection","Thursday",15
"961",828,25.11,53.48,15939,26927,"detection","detection","Thursday",16
"962",817,25.11,53.48,33636,28390,"detection","detection","Thursday",16
"963",817,25.11,53.48,93402,88159,"detection","detection","Thursday",16
"964",817,25.11,53.48,155232,148382,"detection","detection","Thursday",16
"965",817,25.11,53.48,213391,208184,"detection","detection","Thursday",16
"966",817,25.11,53.48,273366,268168,"detection","detection","Thursday",16
"967",799,25.11,53.48,4251,25865,"detection","detection","Thursday",16
"968",799,25.11,53.48,64141,85774,"detection","detection","Thursday",16
"969",799,25.11,53.48,124092,33788,"detection","detection","Thursday",16
"970",799,25.11,53.48,184802,94480,"detection","detection","Thursday",16
"971",799,25.11,53.48,244679,36056,"detection","detection","Thursday",16
"972",846,25.11,53.48,304113,6889,"detection","detection","Thursday",16
"973",846,25.11,53.48,365834,67473,"detection","detection","Thursday",16
"974",846,25.11,53.48,424353,126854,"detection","detection","Thursday",16
"975",846,25.11,53.48,38471,60217,"detection","detection","Thursday",16
"976",846,25.11,53.48,99546,33117,"detection","detection","Thursday",16
"977",809,25.11,53.48,159085,92062,"detection","detection","Thursday",16
"978",809,25.11,53.48,218504,44045,"detection","detection","Thursday",16
"979",809,25.21,54.32,278502,11269,"detection","detection","Thursday",16
"980",809,25.21,54.32,338539,71308,"detection","detection","Thursday",16
"981",809,25.21,54.32,13013,9892,"detection","detection","Thursday",16
"982",814,25.21,54.32,47403,69343,"detection","detection","Thursday",16
"983",814,25.21,54.32,7402,58118,"detection","non_detection","Thursday",16
"984",814,25.21,54.32,24778,31219,"detection","detection","Thursday",16
"985",814,25.21,54.32,84844,91224,"detection","detection","Thursday",16
"986",814,25.21,54.32,143729,151221,"detection","detection","Thursday",16
"987",787,25.21,54.32,203730,211219,"detection","detection","Thursday",16
"988",787,25.21,54.32,264332,271792,"detection","detection","Thursday",16
"989",787,25.21,54.32,324179,331201,"detection","detection","Thursday",16
"990",787,25.21,54.32,384289,391747,"detection","non_detection","Thursday",16
"991",787,25.21,54.32,23765,46159,"detection","detection","Thursday",16
"992",805,25.21,54.32,83760,106140,"detection","detection","Thursday",16
"993",805,25.21,54.32,143679,166122,"detection","detection","Thursday",16
"994",805,25.21,54.32,204361,226792,"detection","detection","Thursday",16
"995",805,25.21,54.32,264178,286599,"detection","detection","Thursday",16
"996",805,25.21,54.32,324331,346106,"detection","detection","Thursday",16
"997",827,25.21,54.32,384344,406620,"detection","detection","Thursday",16
"998",827,25.21,54.32,446756,466112,"detection","detection","Thursday",16
"999",827,25.21,54.32,504388,526324,"detection","detection","Thursday",16
"1000",827,25.21,54.32,563712,25745,"detection","detection","Thursday",16
"1001",827,25.21,54.32,624720,86787,"detection","detection","Thursday",16
"1002",861,25.21,54.32,683691,145753,"detection","detection","Thursday",16
"1003",861,25.21,54.32,743996,205808,"detection","detection","Thursday",16
"1004",861,25.21,54.32,805067,266595,"detection","detection","Thursday",16
"1005",861,25.21,54.32,863753,325761,"detection","detection","Thursday",16
"1006",861,25.21,54.32,923678,385744,"detection","detection","Thursday",16
"1007",872,25.21,54.32,983657,445740,"detection","detection","Thursday",16
"1008",872,25.21,54.32,15733,28332,"detection","non_detection","Thursday",16
"1009",872,25.21,54.32,76227,88842,"detection","non_detection","Thursday",16
"1010",872,25.21,54.32,136771,148364,"detection","non_detection","Thursday",16
"1011",872,25.21,54.32,195716,208329,"detection","non_detection","Thursday",16
"1012",810,25.21,54.32,256256,268825,"detection","non_detection","Thursday",16
"1013",810,25.21,54.32,316255,328348,"detection","non_detection","Thursday",16
"1014",810,25.21,54.32,376220,388840,"detection","detection","Thursday",16
"1015",810,25.21,54.32,3236,44199,"detection","non_detection","Thursday",16
"1016",810,25.21,54.32,60150,104147,"detection","non_detection","Thursday",16
"1017",749,25.21,54.32,120624,164135,"detection","non_detection","Thursday",16
"1018",749,25.21,54.32,180130,224134,"detection","non_detection","Thursday",16
"1019",749,25.21,54.32,21684,20033,"detection","detection","Thursday",16
"1020",749,25.21,54.32,90532,11773,"non_detection","non_detection","Thursday",16
"1021",760,24.92,52.62,34503,57565,"detection","detection","Monday",9
"1022",761,24.92,52.62,94505,117567,"detection","detection","Monday",9
"1023",764,24.92,52.62,154511,177573,"detection","detection","Monday",9
"1024",770,24.92,52.62,214524,237578,"detection","detection","Monday",9
"1025",769,24.92,52.62,274510,297571,"detection","detection","Monday",9
"1026",769,24.92,52.62,334578,357635,"detection","detection","Monday",9
"1027",771,24.92,52.62,394515,48518,"detection","non_detection","Monday",9
"1028",774,24.92,52.62,58199,108523,"detection","non_detection","Monday",9
"1029",771,24.71,52.62,118196,168522,"detection","non_detection","Monday",9
"1030",771,24.71,52.62,178195,228520,"detection","non_detection","Monday",9
"1031",760,24.71,52.62,238185,288513,"detection","non_detection","Monday",9
"1032",752,24.71,52.62,298199,348524,"detection","non_detection","Monday",9
"1033",741,24.71,52.62,358193,408518,"detection","non_detection","Monday",9
"1034",737,24.71,52.62,418201,468529,"detection","non_detection","Monday",9
"1035",734,24.71,52.62,478196,528522,"detection","non_detection","Monday",9
"1036",728,24.71,52.62,538171,588499,"detection","non_detection","Monday",9
"1037",728,24.71,52.62,598193,648520,"detection","non_detection","Monday",9
"1038",726,24.71,52.62,658188,708515,"detection","non_detection","Monday",9
"1039",722,24.71,52.62,718194,768519,"detection","non_detection","Monday",9
"1040",722,24.71,52.62,778190,828518,"detection","non_detection","Monday",9
"1041",722,24.41,52.62,838195,888521,"detection","non_detection","Monday",9
"1042",717,24.41,52.62,898241,948571,"detection","non_detection","Monday",9
"1043",718,24.41,52.62,958189,1008515,"detection","non_detection","Monday",9
"1044",716,24.41,52.62,1018191,1068517,"detection","non_detection","Monday",9
"1045",715,24.41,52.62,1078192,1128518,"detection","non_detection","Monday",9
"1046",716,24.41,52.62,1138190,1188517,"detection","non_detection","Monday",9
"1047",714,24.41,52.62,1198189,1248516,"detection","non_detection","Monday",9
"1048",712,24.41,52.62,1258182,1308511,"detection","non_detection","Monday",9
"1049",713,24.41,52.62,1318195,1368523,"detection","non_detection","Monday",9
"1050",713,24.41,52.62,1378171,1428499,"detection","non_detection","Monday",9
"1051",714,24.41,52.62,1438191,1488517,"detection","non_detection","Monday",9
"1052",714,24.41,52.62,1498193,1548518,"detection","non_detection","Monday",9
"1053",716,24.41,52.62,1558195,1963,"detection","detection","Monday",9
"1054",718,24.41,52.62,1618188,2157,"detection","detection","Monday",9
"1055",720,24.41,52.62,1678190,62161,"detection","detection","Monday",9
"1056",732,24.41,52.62,1738195,122165,"detection","detection","Monday",9
"1057",742,24.41,52.62,7777,10854,"detection","detection","Monday",9
"1058",766,24.41,52.62,67847,70923,"detection","detection","Monday",9
"1059",784,24.41,52.62,127784,130862,"detection","detection","Monday",9
"1060",797,24.41,52.62,187788,35845,"detection","detection","Monday",9
"1061",807,24.41,52.62,247788,95843,"detection","detection","Monday",9
"1062",822,24.41,52.62,307782,155837,"detection","detection","Monday",9
"1063",840,24.41,52.62,367783,29659,"detection","detection","Monday",9
"1064",849,24.41,52.62,427808,89662,"detection","detection","Monday",9
"1065",853,24.41,52.62,487779,35609,"detection","detection","Monday",9
"1066",859,24.41,52.62,547767,17870,"detection","detection","Monday",9
"1067",859,24.41,52.62,607788,19615,"detection","detection","Monday",9
"1068",859,24.41,52.62,667779,21547,"detection","detection","Monday",9
"1069",867,24.41,52.62,727779,81548,"detection","detection","Monday",9
"1070",878,24.41,52.62,787790,43069,"detection","detection","Monday",9
"1071",894,24.41,52.62,847783,103062,"detection","detection","Monday",9
"1072",906,24.41,52.62,907787,60440,"detection","detection","Monday",9
"1073",913,24.41,52.62,967775,120432,"detection","detection","Monday",9
"1074",925,24.41,52.62,1027837,180493,"detection","detection","Monday",9
"1075",949,24.41,52.62,1087778,240436,"detection","detection","Monday",9
"1076",954,24.41,52.62,1147785,300443,"detection","detection","Monday",9
"1077",959,24.41,52.62,1207798,24942,"detection","detection","Monday",9
"1078",960,24.41,52.62,1267786,84934,"detection","detection","Monday",9
"1079",969,24.41,52.62,1327782,144929,"detection","detection","Monday",9
"1080",975,24.41,52.62,1387779,60181,"detection","detection","Monday",9
"1081",979,24.41,52.62,1447778,26444,"detection","detection","Monday",10
"1082",976,24.41,52.62,1507780,86446,"detection","detection","Monday",10
"1083",978,24.06,52.62,1567787,146449,"detection","detection","Monday",10
"1084",978,24.06,52.62,1627777,206442,"detection","detection","Monday",10
"1085",977,24.06,52.62,1687776,266441,"detection","detection","Monday",10
"1086",979,24.06,52.62,1747777,326444,"detection","detection","Monday",10
"1087",987,24.06,52.62,1807788,32580,"detection","detection","Monday",10
"1088",987,24.06,52.62,1867780,30955,"detection","detection","Monday",10
"1089",1011,24.06,52.62,1927788,23537,"detection","detection","Monday",10
"1090",1028,24.06,52.62,1987840,83591,"detection","detection","Monday",10
"1091",1049,24.06,52.62,2047790,32144,"detection","detection","Monday",10
"1092",1049,24.06,52.62,2107785,92140,"detection","detection","Monday",10
"1093",1062,24.06,52.62,2167785,152142,"detection","detection","Monday",10
"1094",1078,24.06,52.62,2227782,44245,"detection","detection","Monday",10
"1095",1087,24.06,52.62,2287781,104244,"detection","detection","Monday",10
"1096",1109,24.06,52.62,2347779,164243,"detection","detection","Monday",10
"1097",1134,24.06,52.62,2407782,224246,"detection","detection","Monday",10
"1098",1136,24.06,52.62,2467791,284250,"detection","detection","Monday",10
"1099",1145,24.06,52.62,2527786,344250,"detection","detection","Monday",10
"1100",1148,24.06,52.62,2587780,404245,"detection","detection","Monday",10
"1101",1136,24.06,52.62,2647786,464249,"detection","detection","Monday",10
"1102",1132,24.06,52.62,2707788,524250,"detection","detection","Monday",10
"1103",1147,24.06,52.62,2767790,584253,"detection","detection","Monday",10
"1104",1156,24.06,52.62,2827779,43796,"detection","detection","Monday",10
